,Year,NOC,Country,Sport,Event,Medal,Sex,ID,Age,Height,Weight,Medal_Won,Team_Event,Individual_Event,Medal_Count
8152,1980,URS,Russia,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,F,80329,35.0,169.0,60.0,1,1,0,1.0
8153,1980,URS,Russia,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,M,186658,68.0,341.0,133.0,2,2,0,1.0
8154,1980,URS,Russia,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver,M,62857,33.0,176.0,71.0,1,0,1,1.0
8155,1980,URS,Russia,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,M,185568,123.0,710.0,291.0,4,4,0,1.0
8156,1980,URS,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze,M,104828,30.0,176.0,73.0,1,0,1,1.0
8157,1980,URS,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver,M,12280,25.0,176.0,68.0,1,0,1,1.0
8158,1980,URS,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,M,346305,111.0,695.0,276.0,4,4,0,1.0
8159,1980,URS,Russia,Fencing,"Fencing Men's Foil, Individual",Bronze,M,102239,26.0,178.0,72.0,1,0,1,1.0
8160,1980,URS,Russia,Fencing,"Fencing Men's Foil, Individual",Gold,M,112515,26.0,185.0,78.0,1,0,1,1.0
8161,1980,URS,Russia,Fencing,"Fencing Men's Foil, Team",Silver,M,442555,129.0,914.0,374.0,5,5,0,1.0
8162,1980,URS,Russia,Fencing,"Fencing Men's Sabre, Individual",Gold,M,64288,31.0,179.0,76.0,1,0,1,1.0
8163,1980,URS,Russia,Fencing,"Fencing Men's Sabre, Individual",Silver,M,16778,24.0,178.0,74.0,1,0,1,1.0
8164,1980,URS,Russia,Fencing,"Fencing Men's Sabre, Team",Gold,M,279411,150.0,709.0,299.0,5,5,0,1.0
8165,1980,URS,Russia,Fencing,"Fencing Men's epee, Team",Bronze,M,325500,130.0,935.0,404.0,5,5,0,1.0
8166,1980,URS,Russia,Fencing,"Fencing Women's Foil, Team",Silver,F,483521,131.0,677.0,257.0,5,5,0,1.0
8167,1980,URS,Russia,Football,Football Men's Football,Bronze,M,903888,418.0,3024.0,1243.0,17,17,0,1.0
8168,1980,URS,Russia,Gymnastics,Gymnastics Men's Floor Exercise,Bronze,M,28790,22.0,178.0,70.0,1,0,1,1.0
8169,1980,URS,Russia,Gymnastics,Gymnastics Men's Floor Exercise,Silver,M,4198,27.0,166.0,60.0,1,0,1,1.0
8170,1980,URS,Russia,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,M,4198,27.0,166.0,60.0,1,1,0,1.0
8171,1980,URS,Russia,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,M,28790,22.0,178.0,70.0,1,1,0,1.0
8172,1980,URS,Russia,Gymnastics,Gymnastics Men's Horse Vault,Gold,M,4198,27.0,166.0,60.0,1,1,0,1.0
8173,1980,URS,Russia,Gymnastics,Gymnastics Men's Horse Vault,Silver,M,28790,22.0,178.0,70.0,1,1,0,1.0
8174,1980,URS,Russia,Gymnastics,Gymnastics Men's Individual All-Around,Gold,M,28790,22.0,178.0,70.0,1,0,1,1.0
8175,1980,URS,Russia,Gymnastics,Gymnastics Men's Individual All-Around,Silver,M,4198,27.0,166.0,60.0,1,0,1,1.0
8176,1980,URS,Russia,Gymnastics,Gymnastics Men's Parallel Bars,Gold,M,120591,22.0,169.0,62.0,1,0,1,1.0
8177,1980,URS,Russia,Gymnastics,Gymnastics Men's Parallel Bars,Silver,M,28790,22.0,178.0,70.0,1,0,1,1.0
8178,1980,URS,Russia,Gymnastics,Gymnastics Men's Pommelled Horse,Silver,M,28790,22.0,178.0,70.0,1,1,0,1.0
8179,1980,URS,Russia,Gymnastics,Gymnastics Men's Rings,Gold,M,28790,22.0,178.0,70.0,1,0,1,1.0
8180,1980,URS,Russia,Gymnastics,Gymnastics Men's Rings,Silver,M,120591,22.0,169.0,62.0,1,0,1,1.0
8181,1980,URS,Russia,Gymnastics,Gymnastics Men's Team All-Around,Gold,M,308972,135.0,1026.0,381.0,6,6,0,1.0
8182,1980,URS,Russia,Gymnastics,Gymnastics Women's Balance Beam,Bronze,F,109253,19.0,158.0,46.0,1,1,0,1.0
8183,1980,URS,Russia,Gymnastics,Gymnastics Women's Balance Beam,Silver,F,25766,18.0,148.0,45.0,1,1,0,1.0
8184,1980,URS,Russia,Gymnastics,Gymnastics Women's Floor Exercise,Bronze,F,109253,19.0,158.0,46.0,1,0,1,1.0
8185,1980,URS,Russia,Gymnastics,Gymnastics Women's Floor Exercise,Gold,F,60182,22.0,152.0,47.0,1,0,1,1.0
8186,1980,URS,Russia,Gymnastics,Gymnastics Women's Horse Vault,Gold,F,109253,19.0,158.0,46.0,1,0,1,1.0
8187,1980,URS,Russia,Gymnastics,Gymnastics Women's Individual All-Around,Gold,F,25766,18.0,148.0,45.0,1,0,1,1.0
8188,1980,URS,Russia,Gymnastics,Gymnastics Women's Team All-Around,Gold,F,448508,110.0,885.0,250.0,6,6,0,1.0
8189,1980,URS,Russia,Gymnastics,Gymnastics Women's Uneven Bars,Bronze,F,35292,19.0,136.0,30.0,1,0,1,1.0
8190,1980,URS,Russia,Handball,Handball Men's Handball,Silver,M,884964,374.0,2640.0,1261.0,14,14,0,1.0
8191,1980,URS,Russia,Handball,Handball Women's Handball,Gold,F,1030831,338.0,2289.0,939.0,13,13,0,1.0
8192,1980,URS,Russia,Hockey,Hockey Men's Hockey,Bronze,M,1142338,381.0,2820.0,1211.0,16,16,0,1.0
8193,1980,URS,Russia,Hockey,Hockey Women's Hockey,Bronze,F,1005169,372.0,2582.0,935.0,16,16,0,1.0
8194,1980,URS,Russia,Judo,Judo Men's Extra-Lightweight,Bronze,M,132838,27.0,165.0,60.0,1,0,1,1.0
8195,1980,URS,Russia,Judo,Judo Men's Half-Heavyweight,Silver,M,59485,25.0,185.0,95.0,1,0,1,1.0
8196,1980,URS,Russia,Judo,Judo Men's Half-Lightweight,Gold,M,112955,25.0,164.0,65.0,1,0,1,1.0
8197,1980,URS,Russia,Judo,Judo Men's Half-Middleweight,Gold,M,59007,21.0,178.0,78.0,1,0,1,1.0
8198,1980,URS,Russia,Judo,Judo Men's Middleweight,Bronze,M,53079,22.0,184.0,86.0,1,0,1,1.0
8199,1980,URS,Russia,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,M,67759,37.0,184.0,80.0,1,0,1,1.0
8200,1980,URS,Russia,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,M,114441,20.0,177.0,70.0,1,0,1,1.0
8201,1980,URS,Russia,Modern Pentathlon,Modern Pentathlon Men's Team,Gold,M,252594,79.0,539.0,219.0,3,3,0,1.0
8202,1980,URS,Russia,Rowing,Rowing Men's Coxed Eights,Bronze,M,732644,197.0,1696.0,784.0,9,9,0,1.0
8203,1980,URS,Russia,Rowing,Rowing Men's Coxed Fours,Silver,M,298251,113.0,910.0,417.0,5,5,0,1.0
8204,1980,URS,Russia,Rowing,Rowing Men's Coxed Pairs,Silver,M,229896,73.0,540.0,227.0,3,3,0,1.0
8205,1980,URS,Russia,Rowing,Rowing Men's Coxless Fours,Silver,M,283885,109.0,755.0,342.0,4,4,0,1.0
8206,1980,URS,Russia,Rowing,Rowing Men's Coxless Pairs,Silver,M,189807,44.0,386.0,180.0,2,2,0,1.0
8207,1980,URS,Russia,Rowing,Rowing Men's Quadruple Sculls,Silver,M,207931,99.0,751.0,342.0,4,4,0,1.0
8208,1980,URS,Russia,Rowing,Rowing Men's Single Sculls,Silver,M,132225,22.0,194.0,95.0,1,0,1,1.0
8209,1980,URS,Russia,Rowing,Rowing Women's Coxed Eights,Silver,F,914188,225.0,1585.0,699.0,9,9,0,1.0
8210,1980,URS,Russia,Rowing,Rowing Women's Coxed Fours,Bronze,F,450439,142.0,1025.0,397.0,6,6,0,1.0
8211,1980,URS,Russia,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver,F,450894,139.0,1004.0,372.0,6,6,0,1.0
8212,1980,URS,Russia,Rowing,Rowing Women's Double Sculls,Gold,F,61810,43.0,345.0,143.0,2,2,0,1.0
8213,1980,URS,Russia,Rowing,Rowing Women's Single Sculls,Silver,F,73854,22.0,178.0,81.0,1,0,1,1.0
8214,1980,URS,Russia,Sailing,Sailing Mixed One Person Dinghy,Bronze,M,7146,34.0,175.0,93.0,1,0,1,1.0
8215,1980,URS,Russia,Sailing,Sailing Mixed Three Person Keelboat,Silver,M,128175,91.0,530.0,250.0,3,3,0,1.0
8216,1980,URS,Russia,Sailing,Sailing Mixed Two Person Keelboat,Gold,M,158262,66.0,368.0,184.0,2,2,0,1.0
8217,1980,URS,Russia,Shooting,"Shooting Mixed Free Pistol, 50 metres",Gold,M,78412,26.0,177.0,82.0,1,0,1,1.0
8218,1980,URS,Russia,Shooting,"Shooting Mixed Running Target, 50 metres",Bronze,M,39226,34.0,182.0,84.0,1,0,1,1.0
8219,1980,URS,Russia,Shooting,"Shooting Mixed Running Target, 50 metres",Gold,M,112798,22.0,181.0,90.0,1,0,1,1.0
8220,1980,URS,Russia,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Gold,M,126984,29.0,187.0,88.0,1,0,1,1.0
8221,1980,URS,Russia,Shooting,Shooting Mixed Trap,Silver,M,132399,29.0,180.0,84.0,1,0,1,1.0
8222,1980,URS,Russia,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,M,104827,20.0,181.0,74.0,1,0,1,1.0
8223,1980,URS,Russia,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,M,20065,18.0,181.0,66.0,1,0,1,1.0
8224,1980,URS,Russia,Swimming,Swimming Men's 100 metres Backstroke,Bronze,M,29182,20.0,190.0,77.0,1,0,1,1.0
8225,1980,URS,Russia,Swimming,Swimming Men's 100 metres Backstroke,Silver,M,65403,19.0,192.0,78.0,1,0,1,1.0
8226,1980,URS,Russia,Swimming,Swimming Men's 100 metres Breaststroke,Silver,M,80346,19.0,183.0,75.0,1,0,1,1.0
8227,1980,URS,Russia,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,M,80346,19.0,183.0,75.0,1,0,1,1.0
8228,1980,URS,Russia,Swimming,Swimming Men's 200 metres Breaststroke,Gold,M,135415,20.0,193.0,82.0,1,0,1,1.0
8229,1980,URS,Russia,Swimming,Swimming Men's 200 metres Butterfly,Gold,M,35078,21.0,188.0,77.0,1,0,1,1.0
8230,1980,URS,Russia,Swimming,Swimming Men's 200 metres Freestyle,Gold,M,62675,21.0,186.0,76.0,1,0,1,1.0
8231,1980,URS,Russia,Swimming,Swimming Men's 200 metres Freestyle,Silver,M,64427,24.0,189.0,83.0,1,0,1,1.0
8232,1980,URS,Russia,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,M,600126,159.0,1495.0,620.0,8,8,0,1.0
8233,1980,URS,Russia,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,M,612308,140.0,1314.0,550.0,7,7,0,1.0
8234,1980,URS,Russia,Swimming,Swimming Men's 400 metres Freestyle,Bronze,M,115989,19.0,189.0,77.0,1,0,1,1.0
8235,1980,URS,Russia,Swimming,Swimming Men's 400 metres Freestyle,Gold,M,104827,20.0,181.0,74.0,1,0,1,1.0
8236,1980,URS,Russia,Swimming,Swimming Men's 400 metres Freestyle,Silver,M,64427,24.0,189.0,83.0,1,0,1,1.0
8237,1980,URS,Russia,Swimming,Swimming Men's 400 metres Individual Medley,Gold,M,117191,20.0,187.0,82.0,1,0,1,1.0
8238,1980,URS,Russia,Swimming,Swimming Men's 400 metres Individual Medley,Silver,M,35078,21.0,188.0,77.0,1,0,1,1.0
8239,1980,URS,Russia,Swimming,Swimming Women's 100 metres Breaststroke,Silver,F,125428,18.0,172.0,62.0,1,0,1,1.0
8240,1980,URS,Russia,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,F,12737,16.0,170.0,66.0,1,0,1,1.0
8241,1980,URS,Russia,Swimming,Swimming Women's 200 metres Breaststroke,Gold,F,56536,17.0,170.0,62.0,1,0,1,1.0
8242,1980,URS,Russia,Swimming,Swimming Women's 200 metres Breaststroke,Silver,F,125272,15.0,169.0,58.0,1,0,1,1.0
8243,1980,URS,Russia,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze,F,411643,105.0,1041.0,373.0,6,6,0,1.0
8244,1980,URS,Russia,Volleyball,Volleyball Men's Volleyball,Gold,M,969127,317.0,2331.0,1106.0,12,12,0,1.0
8245,1980,URS,Russia,Volleyball,Volleyball Women's Volleyball,Gold,F,638362,250.0,1779.0,757.0,11,11,0,1.0
8246,1980,URS,Russia,Water Polo,Water Polo Men's Water Polo,Gold,M,739772,273.0,2019.0,958.0,11,11,0,1.0
8247,1980,URS,Russia,Weightlifting,Weightlifting Men's Bantamweight,Silver,M,105811,18.0,167.0,59.0,1,0,1,1.0
8248,1980,URS,Russia,Weightlifting,Weightlifting Men's Featherweight,Gold,M,77090,26.0,156.0,60.0,1,0,1,1.0
8249,1980,URS,Russia,Weightlifting,Weightlifting Men's Flyweight,Gold,M,89786,26.0,158.0,52.0,1,0,1,1.0
8250,1980,URS,Russia,Weightlifting,Weightlifting Men's Heavyweight I,Silver,M,86211,28.0,175.0,99.0,1,0,1,1.0
8251,1980,URS,Russia,Weightlifting,Weightlifting Men's Heavyweight II,Gold,M,118574,24.0,0.0,127.0,1,0,1,1.0
8252,1980,URS,Russia,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold,M,125217,24.0,171.0,82.0,1,0,1,1.0
8253,1980,URS,Russia,Weightlifting,Weightlifting Men's Middleweight,Silver,M,93699,19.0,167.0,74.0,1,0,1,1.0
8254,1980,URS,Russia,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,M,98498,30.0,188.0,145.0,1,0,1,1.0
8255,1980,URS,Russia,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold,M,9757,23.0,165.0,57.0,1,0,1,1.0
8256,1980,URS,Russia,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold,M,108834,24.0,161.0,57.0,1,0,1,1.0
8257,1980,URS,Russia,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,M,619,20.0,170.0,62.0,1,0,1,1.0
8258,1980,URS,Russia,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,M,63709,24.0,166.0,62.0,1,0,1,1.0
8259,1980,URS,Russia,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold,M,9756,23.0,155.0,52.0,1,0,1,1.0
8260,1980,URS,Russia,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Gold,M,12035,25.0,160.0,52.0,1,0,1,1.0
8261,1980,URS,Russia,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,M,76349,23.0,187.0,100.0,1,0,1,1.0
8262,1980,URS,Russia,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Bronze,M,62831,25.0,154.0,48.0,1,0,1,1.0
8263,1980,URS,Russia,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold,M,123566,29.0,156.0,48.0,1,0,1,1.0
8264,1980,URS,Russia,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold,M,88133,20.0,180.0,90.0,1,0,1,1.0
8265,1980,URS,Russia,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver,M,57299,24.0,184.0,90.0,1,0,1,1.0
8266,1980,URS,Russia,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,M,582,22.0,168.0,68.0,1,0,1,1.0
8267,1980,URS,Russia,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,M,4858,29.0,180.0,82.0,1,0,1,1.0
8268,1980,URS,Russia,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,M,62730,31.0,175.0,82.0,1,0,1,1.0
8269,1980,URS,Russia,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold,M,4007,28.0,194.0,125.0,1,0,1,1.0
8270,1980,URS,Russia,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,M,62148,25.0,193.0,115.0,1,0,1,1.0
8271,1980,URS,Russia,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver,M,17062,26.0,170.0,74.0,1,0,1,1.0
8272,1980,VEN,Venezuela,Boxing,Boxing Men's Bantamweight,Silver,M,94924,20.0,165.0,54.0,1,0,1,1.0
8273,1980,YUG,Serbia,Basketball,Basketball Men's Basketball,Gold,M,856950,313.0,2408.0,1025.0,12,12,0,1.0
8274,1980,YUG,Serbia,Basketball,Basketball Women's Basketball,Bronze,F,724713,270.0,2169.0,845.0,12,12,0,1.0
8275,1980,YUG,Serbia,Boxing,Boxing Men's Light-Heavyweight,Gold,M,56522,22.0,188.0,81.0,1,0,1,1.0
8276,1980,YUG,Serbia,Handball,Handball Women's Handball,Silver,F,1005868,332.0,2444.0,971.0,14,14,0,1.0
8277,1980,YUG,Serbia,Judo,Judo Men's Heavyweight,Bronze,M,63350,26.0,193.0,100.0,1,0,1,1.0
8278,1980,YUG,Serbia,Rowing,Rowing Men's Coxed Pairs,Bronze,M,201718,71.0,562.0,238.0,3,3,0,1.0
8279,1980,YUG,Serbia,Rowing,Rowing Men's Double Sculls,Silver,M,205369,53.0,370.0,171.0,2,2,0,1.0
8280,1980,YUG,Serbia,Water Polo,Water Polo Men's Water Polo,Silver,M,894496,290.0,2080.0,1001.0,11,11,0,1.0
8281,1980,YUG,Serbia,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze,M,108376,21.0,172.0,74.0,1,0,1,1.0
8282,1980,ZIM,Zimbabwe,Hockey,Hockey Women's Hockey,Gold,F,997262,402.0,2415.0,881.0,15,15,0,1.0
8283,1984,ALG,Algeria,Boxing,Boxing Men's Light-Heavyweight,Bronze,M,82645,22.0,0.0,0.0,1,0,1,1.0
8284,1984,ALG,Algeria,Boxing,Boxing Men's Middleweight,Bronze,M,133979,24.0,0.0,0.0,1,0,1,1.0
8285,1984,AUS,Australia,Athletics,Athletics Men's Long Jump,Silver,M,49708,25.0,183.0,70.0,1,0,1,1.0
8286,1984,AUS,Australia,Athletics,Athletics Women's Heptathlon,Gold,F,87354,23.0,168.0,58.0,1,0,1,1.0
8287,1984,AUS,Australia,Athletics,Athletics Women's Shot Put,Bronze,F,83008,27.0,175.0,98.0,1,0,1,1.0
8288,1984,AUS,Australia,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,M,117305,50.0,363.0,159.0,2,2,0,1.0
8289,1984,AUS,Australia,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,M,382958,95.0,714.0,288.0,4,4,0,1.0
8290,1984,AUS,Australia,Rowing,Rowing Men's Coxed Eights,Bronze,M,642824,214.0,1700.0,754.0,9,9,0,1.0
8291,1984,AUS,Australia,Rowing,Rowing Men's Quadruple Sculls,Silver,M,292906,98.0,747.0,347.0,4,4,0,1.0
8292,1984,AUS,Australia,Rowing,Rowing Women's Coxed Fours,Bronze,F,181872,105.0,873.0,346.0,5,5,0,1.0
8293,1984,AUS,Australia,Sailing,Sailing Mixed Multihull,Bronze,M,21186,57.0,364.0,140.0,2,2,0,1.0
8294,1984,AUS,Australia,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze,F,27549,52.0,163.0,65.0,1,0,1,1.0
8295,1984,AUS,Australia,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,M,33467,22.0,190.0,77.0,1,0,1,1.0
8296,1984,AUS,Australia,Swimming,Swimming Men's 100 metres Butterfly,Bronze,M,16009,21.0,180.0,77.0,1,0,1,1.0
8297,1984,AUS,Australia,Swimming,Swimming Men's 100 metres Freestyle,Silver,M,115327,21.0,196.0,88.0,1,0,1,1.0
8298,1984,AUS,Australia,Swimming,Swimming Men's 200 metres Breaststroke,Silver,M,10592,19.0,185.0,72.0,1,0,1,1.0
8299,1984,AUS,Australia,Swimming,Swimming Men's 200 metres Butterfly,Gold,M,110234,17.0,176.0,74.0,1,0,1,1.0
8300,1984,AUS,Australia,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,M,192090,80.0,758.0,347.0,4,4,0,1.0
8301,1984,AUS,Australia,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,M,349285,127.0,1122.0,493.0,6,6,0,1.0
8302,1984,AUS,Australia,Swimming,Swimming Men's 400 metres Freestyle,Bronze,M,68622,17.0,183.0,78.0,1,0,1,1.0
8303,1984,AUS,Australia,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,M,131517,18.0,190.0,77.0,1,0,1,1.0
8304,1984,AUS,Australia,Swimming,Swimming Women's 200 metres Butterfly,Silver,F,94483,18.0,170.0,58.0,1,0,1,1.0
8305,1984,AUS,Australia,Swimming,Swimming Women's 200 metres Individual Medley,Bronze,F,92521,22.0,183.0,71.0,1,0,1,1.0
8306,1984,AUS,Australia,Swimming,Swimming Women's 400 metres Individual Medley,Silver,F,66298,19.0,162.0,57.0,1,0,1,1.0
8307,1984,AUS,Australia,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver,M,56498,29.0,173.0,83.0,1,0,1,1.0
8308,1984,AUS,Australia,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold,M,72197,24.0,180.0,138.0,1,0,1,1.0
8309,1984,AUT,Austria,Judo,Judo Men's Half-Lightweight,Bronze,M,99849,25.0,168.0,70.0,1,0,1,1.0
8310,1984,AUT,Austria,Judo,Judo Men's Middleweight,Gold,M,108359,24.0,186.0,86.0,1,0,1,1.0
8311,1984,AUT,Austria,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver,M,64264,32.0,179.0,73.0,1,0,1,1.0
8312,1984,BEL,Belgium,Cycling,Cycling Men's Points Race,Gold,M,51819,21.0,174.0,74.0,1,0,1,1.0
8313,1984,BEL,Belgium,Rowing,Rowing Men's Double Sculls,Silver,M,51270,42.0,371.0,171.0,2,2,0,1.0
8314,1984,BEL,Belgium,Rowing,Rowing Women's Single Sculls,Bronze,F,44646,20.0,177.0,70.0,1,0,1,1.0
8315,1984,BEL,Belgium,Swimming,Swimming Women's 200 metres Breaststroke,Bronze,F,68675,15.0,164.0,57.0,1,0,1,1.0
8316,1984,BRA,Brazil,Athletics,Athletics Men's 800 metres,Gold,M,24043,21.0,187.0,74.0,1,0,1,1.0
8317,1984,BRA,Brazil,Football,Football Men's Football,Silver,M,951343,365.0,2143.0,878.0,16,16,0,1.0
8318,1984,BRA,Brazil,Judo,Judo Men's Half-Heavyweight,Silver,M,126422,24.0,170.0,95.0,1,0,1,1.0
8319,1984,BRA,Brazil,Judo,Judo Men's Lightweight,Bronze,M,89172,24.0,168.0,71.0,1,0,1,1.0
8320,1984,BRA,Brazil,Judo,Judo Men's Middleweight,Bronze,M,18385,27.0,183.0,86.0,1,0,1,1.0
8321,1984,BRA,Brazil,Sailing,Sailing Mixed Three Person Keelboat,Silver,M,151811,80.0,535.0,243.0,3,3,0,1.0
8322,1984,BRA,Brazil,Swimming,Swimming Men's 400 metres Individual Medley,Silver,M,96718,19.0,158.0,56.0,1,0,1,1.0
8323,1984,BRA,Brazil,Volleyball,Volleyball Men's Volleyball,Silver,M,717495,300.0,2304.0,1046.0,12,12,0,1.0
8324,1984,CAN,Canada,Athletics,Athletics Men's 100 metres,Bronze,M,55335,22.0,177.0,75.0,1,0,1,1.0
8325,1984,CAN,Canada,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,M,343937,92.0,710.0,302.0,4,4,0,1.0
8326,1984,CAN,Canada,Athletics,"Athletics Women's 3,000 metres",Bronze,F,130635,24.0,153.0,48.0,1,0,1,1.0
8327,1984,CAN,Canada,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,F,257035,87.0,664.0,233.0,4,4,0,1.0
8328,1984,CAN,Canada,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,F,408335,112.0,853.0,286.0,5,5,0,1.0
8329,1984,CAN,Canada,Boxing,Boxing Men's Bantamweight,Bronze,M,128314,20.0,167.0,54.0,1,0,1,1.0
8330,1984,CAN,Canada,Boxing,Boxing Men's Heavyweight,Silver,M,27990,23.0,189.0,91.0,1,0,1,1.0
8331,1984,CAN,Canada,Boxing,Boxing Men's Light-Middleweight,Silver,M,89670,22.0,178.0,71.0,1,0,1,1.0
8332,1984,CAN,Canada,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,M,17315,21.0,182.0,83.0,1,0,1,1.0
8333,1984,CAN,Canada,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold,M,17315,21.0,182.0,83.0,1,0,1,1.0
8334,1984,CAN,Canada,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold,M,117815,54.0,358.0,165.0,2,2,0,1.0
8335,1984,CAN,Canada,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,M,117815,54.0,358.0,165.0,2,2,0,1.0
8336,1984,CAN,Canada,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver,F,57471,55.0,173.0,59.0,2,2,0,1.0
8337,1984,CAN,Canada,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,F,189782,104.0,515.0,195.0,4,4,0,1.0
8338,1984,CAN,Canada,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver,M,46099,19.0,182.0,95.0,1,0,1,1.0
8339,1984,CAN,Canada,Cycling,"Cycling Men's Road Race, Individual",Silver,M,8719,25.0,170.0,72.0,1,0,1,1.0
8340,1984,CAN,Canada,Diving,Diving Women's Springboard,Gold,F,10751,20.0,157.0,53.0,1,0,1,1.0
8341,1984,CAN,Canada,Judo,Judo Men's Heavyweight,Bronze,M,10457,30.0,185.0,116.0,1,0,1,1.0
8342,1984,CAN,Canada,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,F,37636,21.0,163.0,43.0,1,0,1,1.0
8343,1984,CAN,Canada,Rowing,Rowing Men's Coxed Eights,Gold,M,614927,220.0,1511.0,681.0,9,9,0,1.0
8344,1984,CAN,Canada,Rowing,Rowing Men's Quadruple Sculls,Bronze,M,213692,110.0,754.0,350.0,4,4,0,1.0
8345,1984,CAN,Canada,Rowing,Rowing Men's Single Sculls,Bronze,M,79988,26.0,193.0,80.0,1,0,1,1.0
8346,1984,CAN,Canada,Rowing,Rowing Women's Coxed Fours,Silver,F,368691,115.0,883.0,345.0,5,5,0,1.0
8347,1984,CAN,Canada,Rowing,Rowing Women's Coxless Pairs,Silver,F,136076,53.0,348.0,136.0,2,2,0,1.0
8348,1984,CAN,Canada,Rowing,Rowing Women's Double Sculls,Bronze,F,134209,42.0,360.0,147.0,2,2,0,1.0
8349,1984,CAN,Canada,Sailing,Sailing Mixed One Person Dinghy,Bronze,M,85130,25.0,193.0,85.0,1,0,1,1.0
8350,1984,CAN,Canada,Sailing,Sailing Mixed Three Person Keelboat,Bronze,M,112268,104.0,558.0,260.0,3,3,0,1.0
8351,1984,CAN,Canada,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver,M,86291,62.0,365.0,168.0,2,2,0,1.0
8352,1984,CAN,Canada,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,F,119749,40.0,177.0,68.0,1,0,1,1.0
8353,1984,CAN,Canada,Swimming,Swimming Men's 100 metres Backstroke,Bronze,M,129776,19.0,191.0,77.0,1,0,1,1.0
8354,1984,CAN,Canada,Swimming,Swimming Men's 100 metres Breaststroke,Silver,M,25727,20.0,188.0,87.0,1,0,1,1.0
8355,1984,CAN,Canada,Swimming,Swimming Men's 200 metres Backstroke,Bronze,M,47668,23.0,188.0,84.0,1,0,1,1.0
